district_number,district_name,school_number,school_name,year,subgroup,english_avg,math_avg,reading_avg,science_avg,act_composite_avg,percent_21_orhigher,percent_met_crb_english,percent_met_crb_math,percent_met_crb_reading,percent_met_crb_science,percent_met_all4_crb,avg_composite_baseline_year,avg_composite_previous,percent_21_orhigher_baseline_year,percent_21_orhigher_previous
150,Cocke County School System,0,,2017,All Students,17.5,18.4,19.2,19.3,18.7,,44.5,21.8,33.9,24.5,12.4,,,,
150,Cocke County School System,0,,2017,Black/Hispanic/Native,14.9,17.8,17.6,18.5,17.3,,22.2,22.2,16.7,16.7,11.1,,,,
150,Cocke County School System,0,,2017,Economically Disadvantaged,16.4,17.4,18,18.2,17.7,,35,15.3,29.2,15.3,8.8,,,,
150,Cocke County School System,0,,2017,English Learners,10,14,8,15,*,,*,*,*,*,*,,,,
150,Cocke County School System,0,,2017,Super Subgroup,16,17.3,17.8,18,17.5,,32.7,15.1,26.4,15.1,8.8,,,,
150,Cocke County School System,0,,2017,Students with Disabilities,12.1,15,14.6,14.7,14.4,,12,4,8,4,4,,,,
150,Cocke County School System,5,Bridgeport Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,5,Bridgeport Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,5,Bridgeport Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,5,Bridgeport Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,5,Bridgeport Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,10,Centerview Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,10,Centerview Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,10,Centerview Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,10,Centerview Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,10,Centerview Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,15,Cocke Co High School,2017,All Students,17.2,18.4,19,19.3,18.7,,42.4,22.4,32.2,23.7,12.2,,,,
150,Cocke County School System,15,Cocke Co High School,2017,Black/Hispanic/Native,14.9,17.8,17.6,18.5,17.3,,22.2,22.2,16.7,16.7,11.1,,,,
150,Cocke County School System,15,Cocke Co High School,2017,Economically Disadvantaged,15.7,17.2,17.5,17.7,17.2,,28.4,13.7,24.5,13.7,7.8,,,,
150,Cocke County School System,15,Cocke Co High School,2017,English Learners,10,14,8,15,*,,*,*,*,*,*,,,,
150,Cocke County School System,15,Cocke Co High School,2017,Super Subgroup,15.5,17.2,17.4,17.7,17.1,,27.3,14,22.3,14,8.3,,,,
150,Cocke County School System,15,Cocke Co High School,2017,Students with Disabilities,12.1,15,14.3,14.3,14.2,,10,5,5,5,5,,,,
150,Cocke County School System,25,Cosby Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,25,Cosby Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,25,Cosby Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,25,Cosby Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,25,Cosby Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,27,Cosby High School,2017,All Students,18.2,18.1,19.5,19.5,18.9,,50.6,20,38.8,27.1,12.9,,,,
150,Cocke County School System,27,Cosby High School,2017,Black/Hispanic/Native,,,,,*,,*,*,*,*,*,,,,
150,Cocke County School System,27,Cosby High School,2017,Economically Disadvantaged,18.3,17.9,19.5,19.5,19,,54.3,20,42.9,20,11.4,,,,
150,Cocke County School System,27,Cosby High School,2017,English Learners,,,,,*,,*,*,*,*,*,,,,
150,Cocke County School System,27,Cosby High School,2017,Super Subgroup,17.7,17.7,19.1,19,18.6,,50,18.4,39.5,18.4,10.5,,,,
150,Cocke County School System,27,Cosby High School,2017,Students with Disabilities,12.2,15.2,16.2,16.2,*,,*,*,*,*,*,,,,
150,Cocke County School System,30,Del Rio Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,30,Del Rio Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,30,Del Rio Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,30,Del Rio Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,30,Del Rio Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,35,Edgemont Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,35,Edgemont Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,35,Edgemont Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,35,Edgemont Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,35,Edgemont Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,40,Grassy Fork Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,40,Grassy Fork Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,40,Grassy Fork Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,40,Grassy Fork Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,40,Grassy Fork Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,52,Northwest Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,52,Northwest Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,52,Northwest Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,52,Northwest Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,52,Northwest Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,55,Parrottsville Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,55,Parrottsville Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,55,Parrottsville Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,55,Parrottsville Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,55,Parrottsville Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
150,Cocke County School System,65,Smoky Mountain Elementary,2017,All Students,,,,,,,,,,,,,,,
150,Cocke County School System,65,Smoky Mountain Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
150,Cocke County School System,65,Smoky Mountain Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
150,Cocke County School System,65,Smoky Mountain Elementary,2017,English Learners,,,,,,,,,,,,,,,
150,Cocke County School System,65,Smoky Mountain Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
151,Newport City School,0,,2017,All Students,,,,,,,,,,,,,,,
151,Newport City School,0,,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
151,Newport City School,0,,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
151,Newport City School,0,,2017,English Learners,,,,,,,,,,,,,,,
151,Newport City School,0,,2017,Students with Disabilities,,,,,,,,,,,,,,,
151,Newport City School,5,Newport Grammar School,2017,All Students,,,,,,,,,,,,,,,
151,Newport City School,5,Newport Grammar School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
151,Newport City School,5,Newport Grammar School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
151,Newport City School,5,Newport Grammar School,2017,English Learners,,,,,,,,,,,,,,,
151,Newport City School,5,Newport Grammar School,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,0,,2017,All Students,18.9,18.8,20.1,20,19.6,,56.2,26.7,40.1,30.4,18.3,,,,
160,Coffee County Schools,0,,2017,Black/Hispanic/Native,18.1,18.3,19.2,19.7,18.9,,57.9,21.1,34.2,34.2,18.4,,,,
160,Coffee County Schools,0,,2017,Economically Disadvantaged,16.3,17,18.1,18.4,17.6,,38.7,12.6,26.9,17.6,7.6,,,,
160,Coffee County Schools,0,,2017,English Learners,16.5,18.2,16.4,18.8,17.5,,30.8,15.4,15.4,23.1,15.4,,,,
160,Coffee County Schools,0,,2017,Super Subgroup,16.2,17.1,17.8,18.2,17.5,,39,13.4,26.2,18.9,9.1,,,,
160,Coffee County Schools,0,,2017,Students with Disabilities,12.2,15.1,14.2,14.9,14.3,,11.4,**,6.8,4.5,**,,,,
160,Coffee County Schools,5,Coffee County Central High School,2017,All Students,18.9,18.8,20.1,20,19.6,,56.2,26.7,40.1,30.4,18.3,,,,
160,Coffee County Schools,5,Coffee County Central High School,2017,Black/Hispanic/Native,18.1,18.3,19.2,19.7,18.9,,57.9,21.1,34.2,34.2,18.4,,,,
160,Coffee County Schools,5,Coffee County Central High School,2017,Economically Disadvantaged,16.3,17,18.1,18.4,17.6,,38.7,12.6,26.9,17.6,7.6,,,,
160,Coffee County Schools,5,Coffee County Central High School,2017,English Learners,16.5,18.2,16.4,18.8,17.5,,30.8,15.4,15.4,23.1,15.4,,,,
160,Coffee County Schools,5,Coffee County Central High School,2017,Super Subgroup,16.2,17.1,17.8,18.2,17.5,,39,13.4,26.2,18.9,9.1,,,,
160,Coffee County Schools,5,Coffee County Central High School,2017,Students with Disabilities,12.2,15.1,14.2,14.9,14.3,,11.4,**,6.8,**,**,,,,
160,Coffee County Schools,10,Coffee County Middle School,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,10,Coffee County Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,10,Coffee County Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,10,Coffee County Middle School,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,10,Coffee County Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,15,East Coffee Elementary,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,15,East Coffee Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,15,East Coffee Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,15,East Coffee Elementary,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,15,East Coffee Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,20,Hickerson Elementary,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,20,Hickerson Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,20,Hickerson Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,20,Hickerson Elementary,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,20,Hickerson Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,25,Hillsboro Elementary,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,25,Hillsboro Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,25,Hillsboro Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,25,Hillsboro Elementary,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,25,Hillsboro Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,35,New Union Elementary,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,35,New Union Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,35,New Union Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,35,New Union Elementary,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,35,New Union Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,40,North Coffee Elementary,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,40,North Coffee Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,40,North Coffee Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,40,North Coffee Elementary,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,40,North Coffee Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,50,Deerfield Elementary School,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,50,Deerfield Elementary School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,50,Deerfield Elementary School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,50,Deerfield Elementary School,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,50,Deerfield Elementary School,2017,Students with Disabilities,,,,,,,,,,,,,,,
160,Coffee County Schools,55,Coffee County Raider Academy,2017,All Students,,,,,,,,,,,,,,,
160,Coffee County Schools,55,Coffee County Raider Academy,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
160,Coffee County Schools,55,Coffee County Raider Academy,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
160,Coffee County Schools,55,Coffee County Raider Academy,2017,English Learners,,,,,,,,,,,,,,,
160,Coffee County Schools,55,Coffee County Raider Academy,2017,Students with Disabilities,,,,,,,,,,,,,,,
161,Manchester City Schools,0,,2017,All Students,,,,,,,,,,,,,,,
161,Manchester City Schools,0,,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
161,Manchester City Schools,0,,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
161,Manchester City Schools,0,,2017,English Learners,,,,,,,,,,,,,,,
161,Manchester City Schools,0,,2017,Students with Disabilities,,,,,,,,,,,,,,,
161,Manchester City Schools,5,College Street Elementary,2017,All Students,,,,,,,,,,,,,,,
161,Manchester City Schools,5,College Street Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
161,Manchester City Schools,5,College Street Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
161,Manchester City Schools,5,College Street Elementary,2017,English Learners,,,,,,,,,,,,,,,
161,Manchester City Schools,5,College Street Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
161,Manchester City Schools,10,Westwood Elementary,2017,All Students,,,,,,,,,,,,,,,
161,Manchester City Schools,10,Westwood Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
161,Manchester City Schools,10,Westwood Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
161,Manchester City Schools,10,Westwood Elementary,2017,English Learners,,,,,,,,,,,,,,,
161,Manchester City Schools,10,Westwood Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
161,Manchester City Schools,15,Westwood Middle School,2017,All Students,,,,,,,,,,,,,,,
161,Manchester City Schools,15,Westwood Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
161,Manchester City Schools,15,Westwood Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
161,Manchester City Schools,15,Westwood Middle School,2017,English Learners,,,,,,,,,,,,,,,
161,Manchester City Schools,15,Westwood Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
162,Tullahoma City Schools,0,,2017,All Students,20.9,21.2,21.6,21.4,21.4,,63.8,40.6,52.2,39.6,30.9,,,,
162,Tullahoma City Schools,0,,2017,Black/Hispanic/Native,17.2,18.1,18.4,18.4,18.2,,41.7,16.7,36.1,16.7,11.1,,,,
162,Tullahoma City Schools,0,,2017,Economically Disadvantaged,16.5,16.7,17.6,18,17.4,,39.1,13,26.1,15.2,8.7,,,,
162,Tullahoma City Schools,0,,2017,English Learners,16.7,18.3,17.3,18,*,,*,*,*,*,*,,,,
162,Tullahoma City Schools,0,,2017,Super Subgroup,17.2,17.7,18.1,18.2,18,,41,17.9,32.1,17.9,11.5,,,,
162,Tullahoma City Schools,0,,2017,Students with Disabilities,13.7,16.5,15.1,16.2,15.6,,9.5,9.5,19,9.5,4.8,,,,
162,Tullahoma City Schools,5,Bel Aire Elementary,2017,All Students,,,,,,,,,,,,,,,
162,Tullahoma City Schools,5,Bel Aire Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
162,Tullahoma City Schools,5,Bel Aire Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
162,Tullahoma City Schools,5,Bel Aire Elementary,2017,English Learners,,,,,,,,,,,,,,,
162,Tullahoma City Schools,5,Bel Aire Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
162,Tullahoma City Schools,15,East Middle School,2017,All Students,,,,,,,,,,,,,,,
162,Tullahoma City Schools,15,East Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
162,Tullahoma City Schools,15,East Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
162,Tullahoma City Schools,15,East Middle School,2017,English Learners,,,,,,,,,,,,,,,
162,Tullahoma City Schools,15,East Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
162,Tullahoma City Schools,20,East Lincoln Elementary,2017,All Students,,,,,,,,,,,,,,,
162,Tullahoma City Schools,20,East Lincoln Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
162,Tullahoma City Schools,20,East Lincoln Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
162,Tullahoma City Schools,20,East Lincoln Elementary,2017,English Learners,,,,,,,,,,,,,,,
162,Tullahoma City Schools,20,East Lincoln Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
162,Tullahoma City Schools,23,Jack T Farrar Elementary,2017,All Students,,,,,,,,,,,,,,,
162,Tullahoma City Schools,23,Jack T Farrar Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
162,Tullahoma City Schools,23,Jack T Farrar Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
162,Tullahoma City Schools,23,Jack T Farrar Elementary,2017,English Learners,,,,,,,,,,,,,,,
162,Tullahoma City Schools,23,Jack T Farrar Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
162,Tullahoma City Schools,25,Robert E Lee Elementary,2017,All Students,,,,,,,,,,,,,,,
162,Tullahoma City Schools,25,Robert E Lee Elementary,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
162,Tullahoma City Schools,25,Robert E Lee Elementary,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
162,Tullahoma City Schools,25,Robert E Lee Elementary,2017,English Learners,,,,,,,,,,,,,,,
162,Tullahoma City Schools,25,Robert E Lee Elementary,2017,Students with Disabilities,,,,,,,,,,,,,,,
162,Tullahoma City Schools,35,Tullahoma High School,2017,All Students,20.9,21.2,21.6,21.4,21.4,,63.8,40.6,52.2,39.6,30.9,,,,
162,Tullahoma City Schools,35,Tullahoma High School,2017,Black/Hispanic/Native,17.2,18.1,18.4,18.4,18.2,,41.7,16.7,36.1,16.7,11.1,,,,
162,Tullahoma City Schools,35,Tullahoma High School,2017,Economically Disadvantaged,16.5,16.7,17.6,18,17.4,,39.1,13,26.1,15.2,8.7,,,,
162,Tullahoma City Schools,35,Tullahoma High School,2017,English Learners,16.7,18.3,17.3,18,*,,*,*,*,*,*,,,,
162,Tullahoma City Schools,35,Tullahoma High School,2017,Super Subgroup,17.2,17.7,18.1,18.2,18,,41,17.9,32.1,17.9,11.5,,,,
162,Tullahoma City Schools,35,Tullahoma High School,2017,Students with Disabilities,13.7,16.5,15.1,16.2,15.6,,9.5,9.5,19,9.5,**,,,,
162,Tullahoma City Schools,40,West Middle School,2017,All Students,,,,,,,,,,,,,,,
162,Tullahoma City Schools,40,West Middle School,2017,Black/Hispanic/Native,,,,,,,,,,,,,,,
162,Tullahoma City Schools,40,West Middle School,2017,Economically Disadvantaged,,,,,,,,,,,,,,,
162,Tullahoma City Schools,40,West Middle School,2017,English Learners,,,,,,,,,,,,,,,
162,Tullahoma City Schools,40,West Middle School,2017,Students with Disabilities,,,,,,,,,,,,,,,
170,Crockett County Schools,0,,2017,All Students,18.6,18,19.4,19.6,19.1,,52.3,23.1,36.7,24.1,13.1,,,,
170,Crockett County Schools,0,,2017,Black/Hispanic/Native,15,15.8,16.5,17.4,16.3,,36.4,7.3,18.2,12.7,3.6,,,,
170,Crockett County Schools,0,,2017,Economically Disadvantaged,15.8,16.4,17.2,17.5,16.9,,36.8,13.2,22.1,11.8,5.9,,,,
